Ville,Type,Prix,Prix_annonce_m2,Prix_reference_m2,Décote_%,Rendement_brut,Label,Url
toulouse,Appartement,147000.0,1837.5,3507.0,47.6,0.0986,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/ag310791-521814932
toulouse,Maison,650000.0,3155.34,4077.0,22.61,0.0483,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/7pieces/adapt-immo-31232106949
toulouse,Appartement,114000.0,2714.29,3507.0,22.6,0.0668,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/adapt-immo-311895611
toulouse,Maison,515000.0,2861.11,4077.0,29.82,0.0533,Décote >20%,https://www.bienici.com/annonce/vente de prestige/toulouse/maison/6pieces/safti-1-1626224
toulouse,Appartement,132500.0,2500.0,3507.0,28.71,0.0725,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/adapt-immo-3117862968
colomiers,Maison,430000.0,2810.46,3335.0,15.73,0.0521,Décote >10%,https://www.bienici.com/annonce/vente/colomiers/maison/5pieces/iad-france-859547
toulouse,Appartement,79000.0,3038.46,3507.0,13.36,0.0596,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag750949-521286407
toulouse,Maison,269000.0,3240.96,4077.0,20.51,0.047,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/4pieces/ladresse-1-adresse-14315545
toulouse,Appartement,96500.0,2117.16,3507.0,39.63,0.0856,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/apimo-86847971
toulouse,Appartement,128000.0,2976.74,3507.0,15.12,0.0609,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag750949-520998491
toulouse,Appartement,68000.0,2956.52,3507.0,15.7,0.0613,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag750949-520983446
toulouse,Appartement,103000.0,2942.86,3507.0,16.09,0.0616,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag750949-520983449
toulouse,Appartement,149000.0,2483.33,3507.0,29.19,0.073,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag752647-520743173
toulouse,Appartement,225000.0,2678.57,3507.0,23.62,0.0676,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/immo-facile-60235580
toulouse,Appartement,159900.0,2460.0,3507.0,29.85,0.0737,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/guy-hoquet-immo-facile-7492917
toulouse,Appartement,162000.0,2571.43,3507.0,26.68,0.0705,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-serenityimmo-15066
toulouse,Appartement,120000.0,2863.96,3507.0,18.34,0.0633,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-2021952
toulouse,Appartement,242000.0,2925.89,3507.0,16.57,0.0619,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/netty-company40775jgw-appt-3002
toulouse,Appartement,310000.0,2627.12,3507.0,25.09,0.069,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/era-2-60224545
toulouse,Appartement,177900.0,3142.0,3507.0,10.41,0.0577,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-semenadisse-appt-1035
toulouse,Appartement,160000.0,2285.71,3507.0,34.82,0.0793,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/safti-1-1626255
balma,Maison,582000.0,3163.04,3894.0,18.77,0.0493,Décote >10%,https://www.bienici.com/annonce/vente/balma/maison/6pieces/adapt-immo-311895606
toulouse,Appartement,129600.0,2356.36,3507.0,32.81,0.0769,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag310791-519726818
toulouse,Maison,247000.0,2572.92,4077.0,36.89,0.0592,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/4pieces/safti-1-1621072
toulouse,Appartement,106560.0,2518.55,3507.0,28.18,0.0719,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ladresse-1-adresse-14303231
toulouse,Appartement,149000.0,2328.12,3507.0,33.61,0.0778,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/hektor-astransaction31500-32769
balma,Maison,950000.0,3166.67,3894.0,18.68,0.0493,Décote >10%,https://www.bienici.com/annonce/vente/balma/maison/7pieces/iad-france-2034304
auterive,Maison,319000.0,1670.16,2393.0,30.21,0.0848,Décote >20%,https://www.bienici.com/annonce/vente/auterive/maison/7pieces/iad-france-2030915
toulouse,Appartement,65000.0,3095.24,3507.0,11.74,0.0585,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag440414-518993279
toulouse,Appartement,205000.0,2915.66,3507.0,16.86,0.0621,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/guy-hoquet-immo-facile-7467880
toulouse,Maison,567000.0,3500.0,4077.0,14.15,0.0435,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/maison/6pieces/ag752647-518434799
toulouse,Appartement,109000.0,2595.24,3507.0,26.0,0.0698,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/hektor-serenityimmo-22327
toulouse,Appartement,159990.0,2499.84,3507.0,28.72,0.0725,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-serenityimmo-22328
toulouse,Maison,373000.0,2869.23,4077.0,29.62,0.0531,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/4pieces/ag315078-518298752
toulouse,Appartement,130000.0,2407.41,3507.0,31.35,0.0753,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/safti-1-1612959
toulouse,Appartement,125500.0,2988.1,3507.0,14.8,0.0606,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag750949-518237144
balma,Maison,615000.0,3106.06,3894.0,20.23,0.0502,Décote >20%,https://www.bienici.com/annonce/vente/balma/maison/7pieces/iad-france-2031060
toulouse,Appartement,153000.0,2318.18,3507.0,33.9,0.0782,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ics-tag_TAGERIM_tra-TAPP176
toulouse,Appartement,259500.0,2256.52,3507.0,35.66,0.0803,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-ag311386-60600
toulouse,Appartement,220000.0,2558.14,3507.0,27.06,0.0708,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/adapt-immo-3109650551
toulouse,Appartement,256900.0,2677.99,3507.0,23.64,0.0677,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/immo-facile-60145735
toulouse,Appartement,231500.0,2544.24,3507.0,27.45,0.0712,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/century-21-202_432_27535
plaisance-du-touch,Maison,360000.0,2627.74,3373.0,22.09,0.0699,Décote >20%,https://www.bienici.com/annonce/vente/plaisance-du-touch/maison/5pieces/iad-france-2007999
toulouse,Appartement,150000.0,2419.35,3507.0,31.01,0.0749,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag310791-517272068
toulouse,Appartement,145000.0,2053.82,3507.0,41.44,0.0882,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/laforet-immo-facile-52538027
toulouse,Appartement,185000.0,3083.33,3507.0,12.08,0.0588,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company54152kvh-appt-2190
tournefeuille,Maison,499800.0,2071.88,3298.0,37.18,0.0707,Décote >20%,https://www.bienici.com/annonce/vente/tournefeuille/maison/10pieces/century-21-202_3657_753
toulouse,Appartement,185000.0,2761.19,3507.0,21.27,0.0656,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/safti-1-1613765
toulouse,Appartement,149000.0,2285.28,3507.0,34.84,0.0793,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-2023336
toulouse,Appartement,185000.0,1887.76,3507.0,46.17,0.096,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/ag440414-516778259
saint-orens-de-gameville,Maison,499000.0,2268.18,3083.0,26.43,0.0645,Décote >20%,https://www.bienici.com/annonce/vente/saint-orens-de-gameville/maison/7pieces/iad-france-2013380
toulouse,Appartement,167400.0,2293.15,3507.0,34.61,0.079,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag310791-516720629
toulouse,Appartement,67900.0,1575.41,3507.0,55.08,0.115,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-semenadisse-appt-1008
toulouse,Appartement,150000.0,2400.38,3507.0,31.55,0.0755,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-2104_EXPERTIMO22-270915
toulouse,Maison,440000.0,2875.82,4077.0,29.46,0.053,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/6pieces/safti-1-1612452
toulouse,Appartement,222500.0,2708.46,3507.0,22.77,0.0669,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/netty-company40385txo-appt-1964
toulouse,Appartement,157000.0,2492.06,3507.0,28.94,0.0727,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag311656-516060587
toulouse,Appartement,230000.0,2674.42,3507.0,23.74,0.0678,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/adapt-immo-311895581
toulouse,Appartement,127000.0,1788.73,3507.0,49.0,0.1013,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/safti-1-1607382
toulouse,Appartement,46000.0,2090.91,3507.0,40.38,0.0867,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/citya-immobilier-20490-TAPP965457
muret,Maison,299990.0,2399.92,2832.0,15.26,0.0705,Décote >10%,https://www.bienici.com/annonce/vente/muret/maison/5pieces/iad-france-2021495
toulouse,Maison,370000.0,3592.23,4077.0,11.89,0.0424,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/maison/5pieces/adapt-immo-3105629352
toulouse,Appartement,91000.0,2459.46,3507.0,29.87,0.0737,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag750949-515728241
toulouse,Appartement,129000.0,2047.62,3507.0,41.61,0.0885,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60117986
toulouse,Appartement,160000.0,2666.67,3507.0,23.96,0.0679,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/safti-1-1610562
saint-lys,Maison,365000.0,2185.63,2778.0,21.32,0.0741,Décote >20%,https://www.bienici.com/annonce/vente/saint-lys/maison/8pieces/ag060811-493853180
toulouse,Maison,347750.0,2431.82,4077.0,40.35,0.0627,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/7pieces/ag314192-515215469
toulouse,Appartement,169000.0,2347.22,3507.0,33.07,0.0772,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag314213-515189195
plaisance-du-touch,Maison,450000.0,1590.11,3373.0,52.86,0.1155,Décote >20%,https://www.bienici.com/annonce/vente/plaisance-du-touch/maison/7pieces/ag060811-514871819
toulouse,Appartement,143500.0,2079.71,3507.0,40.7,0.0871,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/safti-1-1608273
saint-gaudens,Maison,125000.0,631.31,1568.0,59.74,0.2072,Décote >20%,https://www.bienici.com/annonce/vente/saint-gaudens/maison/7pieces/iad-france-2006814
colomiers,Appartement,145000.0,1936.17,2506.0,22.74,0.0855,Décote >20%,https://www.bienici.com/annonce/vente/colomiers/appartement/4pieces/laforet-immo-facile-52516678
toulouse,Appartement,197000.0,2525.64,3507.0,27.98,0.0717,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag311656-514639985
toulouse,Maison,399000.0,2912.41,4077.0,28.56,0.0523,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/6pieces/adapt-immo-312701925
toulouse,Appartement,200000.0,2857.14,3507.0,18.53,0.0634,Décote >10%,https://www.bienici.com/annonce/vente de prestige/toulouse/appartement/3pieces/netty-company34235ort-appt-2630
toulouse,Appartement,92000.0,2628.57,3507.0,25.05,0.0689,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag750949-514349204
toulouse,Appartement,230000.0,2705.88,3507.0,22.84,0.067,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag315078-514071548
toulouse,Maison,265000.0,3312.5,4077.0,18.75,0.046,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/maison/4pieces/netty-company35153qdg-house-6814
toulouse,Appartement,175000.0,2973.66,3507.0,15.21,0.0609,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/nestenn-1-99939430884
toulouse,Appartement,349000.0,2726.56,3507.0,22.25,0.0665,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag440414-513874886
toulouse,Appartement,468000.0,3058.82,3507.0,12.78,0.0592,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/ag440414-513874976
toulouse,Appartement,141500.0,2222.05,3507.0,36.64,0.0815,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/century-21-202_432_27422
toulouse,Appartement,139000.0,2895.83,3507.0,17.43,0.0626,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/safti-1-1601711
fonsorbes,Maison,336000.0,2688.0,3075.0,12.59,0.0616,Décote >10%,https://www.bienici.com/annonce/vente/fonsorbes/maison/5pieces/hektor-hektor-1_lequipeimmo-3237
toulouse,Appartement,109000.0,2018.52,3507.0,42.44,0.0898,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag314621-513443294
toulouse,Appartement,129000.0,2757.0,3507.0,21.39,0.0657,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ladresse-1-adresse-14274818
toulouse,Appartement,55500.0,2522.73,3507.0,28.07,0.0718,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/netty-company53666edp-appt-7267
toulouse,Maison,315000.0,2806.74,4077.0,31.16,0.0543,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/4pieces/ladresse-1-adresse-14270296
saint-lys,Maison,339000.0,1893.33,2778.0,31.85,0.0856,Décote >20%,https://www.bienici.com/annonce/vente/saint-lys/maison/7pieces/century-21-202_3607_1787
toulouse,Appartement,178000.0,2776.91,3507.0,20.82,0.0653,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-2004815
toulouse,Maison,749500.0,3469.91,4077.0,14.89,0.0439,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/maison/6pieces/ag314194-512428172
toulouse,Appartement,119000.0,1698.54,3507.0,51.57,0.1067,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/citya-immobilier-9753-TAPP965699
toulouse,Maison,265000.0,2070.31,4077.0,49.22,0.0736,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/5pieces/ag310791-512219669
toulouse,Appartement,113000.0,2947.31,3507.0,15.96,0.0615,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/laforet-immo-facile-22422811
toulouse,Appartement,159000.0,2143.72,3507.0,38.87,0.0845,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/immo-facile-59711374
toulouse,Maison,475000.0,3166.67,4077.0,22.33,0.0481,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/5pieces/era-2-59974676
toulouse,Appartement,139600.0,2971.48,3507.0,15.27,0.061,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-semenadisse-appt-1011
toulouse,Appartement,205000.0,2991.39,3507.0,14.7,0.0606,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-dpc-immo1-14461
toulouse,Maison,715000.0,2979.17,4077.0,26.93,0.0512,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/maison/8pieces/immo-facile-59269050
balma,Maison,449000.0,3493.89,3894.0,10.27,0.0446,Décote >10%,https://www.bienici.com/annonce/vente/balma/maison/7pieces/iad-france-1990243
toulouse,Appartement,191200.0,2451.28,3507.0,30.1,0.0739,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/hektor-AVIVRIMMO31-23719
toulouse,Appartement,215000.0,2687.5,3507.0,23.37,0.0674,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag752647-511105799
toulouse,Maison,385000.0,3437.5,4077.0,15.69,0.0443,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/maison/5pieces/ag314213-510988736
toulouse,Appartement,169000.0,2682.54,3507.0,23.51,0.0675,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag311656-510894827
toulouse,Appartement,107500.0,1290.05,3507.0,63.21,0.1405,Décote >20%,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/apimo-86601839
castelginest,Appartement,149000.0,1552.08,2629.0,40.96,0.1013,Décote >20%,https://www.bienici.com/annonce/vente/castelginest/appartement/4pieces/iad-france-1995810
toulouse,Appartement,104000.0,3107.26,3507.0,11.4,0.0583,Décote >10%,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-1983380
revel,Maison,219000.0,1510.76,2223.0,32.04,0.0874,Décote >20%,https://www.bienici.com/annonce/vente/revel/maison/5pieces/iad-france-1981794
